"provider_id","hospital_name","address","city","state","zip_code","county_name","phone_number","measure_id","measure_name","compared_to_national","denominator","score","lower_estimate","higher_estimate","footnote","measure_start_date","measure_end_date"
"010008","CRENSHAW COMMUNITY HOSPITAL","101 HOSPITAL CIRCLE","LUVERNE","AL","36049","CRENSHAW","(334) 335-3374","PSI_14_POSTOP_DEHIS","A wound that splits open after surgery on the abdomen or pelvis","Not Available","Not Available","Not Available","Not Available","Not Available","1","2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010008","CRENSHAW COMMUNITY HOSPITAL","101 HOSPITAL CIRCLE","LUVERNE","AL","36049","CRENSHAW","(334) 335-3374","PSI_15_ACC_LAC","Accidental cuts and tears from medical treatment","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1","2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010008","CRENSHAW COMMUNITY HOSPITAL","101 HOSPITAL CIRCLE","LUVERNE","AL","36049","CRENSHAW","(334) 335-3374","PSI_3_ULCER","Pressure sores","No Different Than the National Rate","298","0.47","0","1.66",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010008","CRENSHAW COMMUNITY HOSPITAL","101 HOSPITAL CIRCLE","LUVERNE","AL","36049","CRENSHAW","(334) 335-3374","PSI_4_SURG_COMP","Deaths among Patients with Serious Treatable Complications after Surgery","Not Available","Not Available","Not Available","Not Available","Not Available","1","2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010008","CRENSHAW COMMUNITY HOSPITAL","101 HOSPITAL CIRCLE","LUVERNE","AL","36049","CRENSHAW","(334) 335-3374","PSI_6_IAT_PTX","Collapsed lung due to medical treatment","No Different Than the National Rate","366","0.27","0.03","0.5",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010008","CRENSHAW COMMUNITY HOSPITAL","101 HOSPITAL CIRCLE","LUVERNE","AL","36049","CRENSHAW","(334) 335-3374","PSI_8_POST_HIP","Broken hip from a fall after surgery","No Different Than the National Rate","334","0.11","0.02","0.2",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010008","CRENSHAW COMMUNITY HOSPITAL","101 HOSPITAL CIRCLE","LUVERNE","AL","36049","CRENSHAW","(334) 335-3374","PSI_90_SAFETY","Serious complications","No Different Than the National Value","Not Available","0.99","0.52","1.45",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010008","CRENSHAW COMMUNITY HOSPITAL","101 HOSPITAL CIRCLE","LUVERNE","AL","36049","CRENSHAW","(334) 335-3374","PSI_9_POST_HEM","Perioperative Hemorrhage or Hematoma Rate","Not Available","Not Available","Not Available","Not Available","Not Available","1","2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010011","ST VINCENT'S EAST","50 MEDICAL PARK EAST DRIVE","BIRMINGHAM","AL","35235","JEFFERSON","(205) 838-3122","COMP_HIP_KNEE","Rate of complications for hip/knee replacement patients","No Different Than the National Rate","107","2.9","1.7","4.7",,"2015-04-01T00:00:00.000","2018-03-31T00:00:00.000"
"010011","ST VINCENT'S EAST","50 MEDICAL PARK EAST DRIVE","BIRMINGHAM","AL","35235","JEFFERSON","(205) 838-3122","MORT_30_AMI","Death rate for heart attack patients","No Different Than the National Rate","170","14.8","11.7","18.4",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010011","ST VINCENT'S EAST","50 MEDICAL PARK EAST DRIVE","BIRMINGHAM","AL","35235","JEFFERSON","(205) 838-3122","MORT_30_CABG","Death rate for CABG surgery patients","No Different Than the National Rate","103","3","1.6","5.3",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010011","ST VINCENT'S EAST","50 MEDICAL PARK EAST DRIVE","BIRMINGHAM","AL","35235","JEFFERSON","(205) 838-3122","MORT_30_COPD","Death rate for COPD patients","No Different Than the National Rate","257","10.5","8.0","13.6",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010011","ST VINCENT'S EAST","50 MEDICAL PARK EAST DRIVE","BIRMINGHAM","AL","35235","JEFFERSON","(205) 838-3122","MORT_30_HF","Death rate for heart failure patients","No Different Than the National Rate","400","11.3","9.0","13.8",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010011","ST VINCENT'S EAST","50 MEDICAL PARK EAST DRIVE","BIRMINGHAM","AL","35235","JEFFERSON","(205) 838-3122","MORT_30_PN","Death rate for pneumonia patients","No Different Than the National Rate","424","17.4","14.4","20.4",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010011","ST VINCENT'S EAST","50 MEDICAL PARK EAST DRIVE","BIRMINGHAM","AL","35235","JEFFERSON","(205) 838-3122","MORT_30_STK","Death rate for stroke patients","No Different Than the National Rate","153","12.7","9.6","16.4",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010011","ST VINCENT'S EAST","50 MEDICAL PARK EAST DRIVE","BIRMINGHAM","AL","35235","JEFFERSON","(205) 838-3122","PSI_10_POST_KIDNEY","Postoperative Acute Kidney Injury Requiring Dialysis Rate","No Different Than the National Rate","794","1.70","0.58","2.81",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010011","ST VINCENT'S EAST","50 MEDICAL PARK EAST DRIVE","BIRMINGHAM","AL","35235","JEFFERSON","(205) 838-3122","PSI_11_POST_RESP","Postoperative Respiratory Failure Rate","Worse Than the National Rate","584","13.79","8.42","19.16",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010011","ST VINCENT'S EAST","50 MEDICAL PARK EAST DRIVE","BIRMINGHAM","AL","35235","JEFFERSON","(205) 838-3122","PSI_12_POSTOP_PULMEMB_DVT","Serious blood clots after surgery","No Different Than the National Rate","1820","4.61","2.50","6.72",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010011","ST VINCENT'S EAST","50 MEDICAL PARK EAST DRIVE","BIRMINGHAM","AL","35235","JEFFERSON","(205) 838-3122","PSI_13_POST_SEPSIS","Blood stream infection after surgery","No Different Than the National Rate","793","6.03","2.98","9.07",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010011","ST VINCENT'S EAST","50 MEDICAL PARK EAST DRIVE","BIRMINGHAM","AL","35235","JEFFERSON","(205) 838-3122","PSI_14_POSTOP_DEHIS","A wound that splits open after surgery on the abdomen or pelvis","No Different Than the National Rate","520","1.10","0.11","2.09",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010011","ST VINCENT'S EAST","50 MEDICAL PARK EAST DRIVE","BIRMINGHAM","AL","35235","JEFFERSON","(205) 838-3122","PSI_15_ACC_LAC","Accidental cuts and tears from medical treatment","No Different Than the National Rate","1279","1.12","0.04","2.21",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010011","ST VINCENT'S EAST","50 MEDICAL PARK EAST DRIVE","BIRMINGHAM","AL","35235","JEFFERSON","(205) 838-3122","PSI_3_ULCER","Pressure sores","No Different Than the National Rate","5747","0.22","0","0.73",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010011","ST VINCENT'S EAST","50 MEDICAL PARK EAST DRIVE","BIRMINGHAM","AL","35235","JEFFERSON","(205) 838-3122","PSI_4_SURG_COMP","Deaths among Patients with Serious Treatable Complications after Surgery","No Different Than the National Rate","83","164.15","122.42","205.88",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010011","ST VINCENT'S EAST","50 MEDICAL PARK EAST DRIVE","BIRMINGHAM","AL","35235","JEFFERSON","(205) 838-3122","PSI_6_IAT_PTX","Collapsed lung due to medical treatment","No Different Than the National Rate","6322","0.25","0.04","0.45",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010011","ST VINCENT'S EAST","50 MEDICAL PARK EAST DRIVE","BIRMINGHAM","AL","35235","JEFFERSON","(205) 838-3122","PSI_8_POST_HIP","Broken hip from a fall after surgery","No Different Than the National Rate","5416","0.12","0.03","0.21",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010011","ST VINCENT'S EAST","50 MEDICAL PARK EAST DRIVE","BIRMINGHAM","AL","35235","JEFFERSON","(205) 838-3122","PSI_90_SAFETY","Serious complications","No Different Than the National Value","Not Available","1.21","0.92","1.49",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010011","ST VINCENT'S EAST","50 MEDICAL PARK EAST DRIVE","BIRMINGHAM","AL","35235","JEFFERSON","(205) 838-3122","PSI_9_POST_HEM","Perioperative Hemorrhage or Hematoma Rate","No Different Than the National Rate","1708","2.54","1.3","3.79",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010012","DEKALB REGIONAL MEDICAL CENTER","200 MED CENTER DRIVE","FORT PAYNE","AL","35968","DE KALB","(256) 845-3150","COMP_HIP_KNEE","Rate of complications for hip/knee replacement patients","Not Available","Not Available","Not Available","Not Available","Not Available","5","2015-04-01T00:00:00.000","2018-03-31T00:00:00.000"
"010012","DEKALB REGIONAL MEDICAL CENTER","200 MED CENTER DRIVE","FORT PAYNE","AL","35968","DE KALB","(256) 845-3150","MORT_30_AMI","Death rate for heart attack patients","No Different Than the National Rate","96","15.3","11.8","19.9",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010012","DEKALB REGIONAL MEDICAL CENTER","200 MED CENTER DRIVE","FORT PAYNE","AL","35968","DE KALB","(256) 845-3150","MORT_30_CABG","Death rate for CABG surgery patients","Not Available","Not Available","Not Available","Not Available","Not Available","5","2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010012","DEKALB REGIONAL MEDICAL CENTER","200 MED CENTER DRIVE","FORT PAYNE","AL","35968","DE KALB","(256) 845-3150","MORT_30_COPD","Death rate for COPD patients","No Different Than the National Rate","167","8.2","5.9","11.3",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010012","DEKALB REGIONAL MEDICAL CENTER","200 MED CENTER DRIVE","FORT PAYNE","AL","35968","DE KALB","(256) 845-3150","MORT_30_HF","Death rate for heart failure patients","No Different Than the National Rate","140","15.2","11.3","20.2",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010012","DEKALB REGIONAL MEDICAL CENTER","200 MED CENTER DRIVE","FORT PAYNE","AL","35968","DE KALB","(256) 845-3150","MORT_30_PN","Death rate for pneumonia patients","Worse Than the National Rate","328","19.3","16.0","23.1",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010012","DEKALB REGIONAL MEDICAL CENTER","200 MED CENTER DRIVE","FORT PAYNE","AL","35968","DE KALB","(256) 845-3150","MORT_30_STK","Death rate for stroke patients","No Different Than the National Rate","59","14","10.5","18.5",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010012","DEKALB REGIONAL MEDICAL CENTER","200 MED CENTER DRIVE","FORT PAYNE","AL","35968","DE KALB","(256) 845-3150","PSI_10_POST_KIDNEY","Postoperative Acute Kidney Injury Requiring Dialysis Rate","No Different Than the National Rate","100","1.30","0","2.61",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010012","DEKALB REGIONAL MEDICAL CENTER","200 MED CENTER DRIVE","FORT PAYNE","AL","35968","DE KALB","(256) 845-3150","PSI_11_POST_RESP","Postoperative Respiratory Failure Rate","No Different Than the National Rate","82","5.61","0","12.57",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010012","DEKALB REGIONAL MEDICAL CENTER","200 MED CENTER DRIVE","FORT PAYNE","AL","35968","DE KALB","(256) 845-3150","PSI_12_POSTOP_PULMEMB_DVT","Serious blood clots after surgery","No Different Than the National Rate","276","3.30","0.50","6.10",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010012","DEKALB REGIONAL MEDICAL CENTER","200 MED CENTER DRIVE","FORT PAYNE","AL","35968","DE KALB","(256) 845-3150","PSI_13_POST_SEPSIS","Blood stream infection after surgery","No Different Than the National Rate","87","5.24","1.58","8.89",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010012","DEKALB REGIONAL MEDICAL CENTER","200 MED CENTER DRIVE","FORT PAYNE","AL","35968","DE KALB","(256) 845-3150","PSI_14_POSTOP_DEHIS","A wound that splits open after surgery on the abdomen or pelvis","No Different Than the National Rate","104","0.92","0","1.96",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010012","DEKALB REGIONAL MEDICAL CENTER","200 MED CENTER DRIVE","FORT PAYNE","AL","35968","DE KALB","(256) 845-3150","PSI_15_ACC_LAC","Accidental cuts and tears from medical treatment","No Different Than the National Rate","251","1.20","0","2.45",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010012","DEKALB REGIONAL MEDICAL CENTER","200 MED CENTER DRIVE","FORT PAYNE","AL","35968","DE KALB","(256) 845-3150","PSI_3_ULCER","Pressure sores","No Different Than the National Rate","1542","0.28","0","1.19",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010012","DEKALB REGIONAL MEDICAL CENTER","200 MED CENTER DRIVE","FORT PAYNE","AL","35968","DE KALB","(256) 845-3150","PSI_4_SURG_COMP","Deaths among Patients with Serious Treatable Complications after Surgery","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1","2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010012","DEKALB REGIONAL MEDICAL CENTER","200 MED CENTER DRIVE","FORT PAYNE","AL","35968","DE KALB","(256) 845-3150","PSI_6_IAT_PTX","Collapsed lung due to medical treatment","No Different Than the National Rate","2047","0.25","0.02","0.48",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010012","DEKALB REGIONAL MEDICAL CENTER","200 MED CENTER DRIVE","FORT PAYNE","AL","35968","DE KALB","(256) 845-3150","PSI_8_POST_HIP","Broken hip from a fall after surgery","No Different Than the National Rate","1874","0.11","0.01","0.2",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010012","DEKALB REGIONAL MEDICAL CENTER","200 MED CENTER DRIVE","FORT PAYNE","AL","35968","DE KALB","(256) 845-3150","PSI_90_SAFETY","Serious complications","No Different Than the National Value","Not Available","0.86","0.46","1.25",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010012","DEKALB REGIONAL MEDICAL CENTER","200 MED CENTER DRIVE","FORT PAYNE","AL","35968","DE KALB","(256) 845-3150","PSI_9_POST_HEM","Perioperative Hemorrhage or Hematoma Rate","No Different Than the National Rate","272","2.40","0.94","3.87",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010016","SHELBY BAPTIST MEDICAL CENTER","1000 FIRST STREET NORTH","ALABASTER","AL","35007","SHELBY","(205) 620-8100","COMP_HIP_KNEE","Rate of complications for hip/knee replacement patients","No Different Than the National Rate","175","2.2","1.3","3.6",,"2015-04-01T00:00:00.000","2018-03-31T00:00:00.000"
"010016","SHELBY BAPTIST MEDICAL CENTER","1000 FIRST STREET NORTH","ALABASTER","AL","35007","SHELBY","(205) 620-8100","MORT_30_AMI","Death rate for heart attack patients","No Different Than the National Rate","213","14.3","11.5","17.7",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010016","SHELBY BAPTIST MEDICAL CENTER","1000 FIRST STREET NORTH","ALABASTER","AL","35007","SHELBY","(205) 620-8100","MORT_30_CABG","Death rate for CABG surgery patients","No Different Than the National Rate","69","3.4","1.7","6.6",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010016","SHELBY BAPTIST MEDICAL CENTER","1000 FIRST STREET NORTH","ALABASTER","AL","35007","SHELBY","(205) 620-8100","MORT_30_COPD","Death rate for COPD patients","No Different Than the National Rate","206","8.6","6.2","11.5",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010016","SHELBY BAPTIST MEDICAL CENTER","1000 FIRST STREET NORTH","ALABASTER","AL","35007","SHELBY","(205) 620-8100","MORT_30_HF","Death rate for heart failure patients","No Different Than the National Rate","322","13","10.1","16.2",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010016","SHELBY BAPTIST MEDICAL CENTER","1000 FIRST STREET NORTH","ALABASTER","AL","35007","SHELBY","(205) 620-8100","MORT_30_PN","Death rate for pneumonia patients","No Different Than the National Rate","356","15.2","12.2","18.7",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010016","SHELBY BAPTIST MEDICAL CENTER","1000 FIRST STREET NORTH","ALABASTER","AL","35007","SHELBY","(205) 620-8100","MORT_30_STK","Death rate for stroke patients","No Different Than the National Rate","160","12.3","9.2","16.1",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010016","SHELBY BAPTIST MEDICAL CENTER","1000 FIRST STREET NORTH","ALABASTER","AL","35007","SHELBY","(205) 620-8100","PSI_10_POST_KIDNEY","Postoperative Acute Kidney Injury Requiring Dialysis Rate","No Different Than the National Rate","796","2.20","1.08","3.33",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010016","SHELBY BAPTIST MEDICAL CENTER","1000 FIRST STREET NORTH","ALABASTER","AL","35007","SHELBY","(205) 620-8100","PSI_11_POST_RESP","Postoperative Respiratory Failure Rate","No Different Than the National Rate","530","6.23","1.36","11.1",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010016","SHELBY BAPTIST MEDICAL CENTER","1000 FIRST STREET NORTH","ALABASTER","AL","35007","SHELBY","(205) 620-8100","PSI_12_POSTOP_PULMEMB_DVT","Serious blood clots after surgery","No Different Than the National Rate","1638","4.18","2.02","6.34",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010016","SHELBY BAPTIST MEDICAL CENTER","1000 FIRST STREET NORTH","ALABASTER","AL","35007","SHELBY","(205) 620-8100","PSI_13_POST_SEPSIS","Blood stream infection after surgery","No Different Than the National Rate","761","6.05","3.12","8.97",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010016","SHELBY BAPTIST MEDICAL CENTER","1000 FIRST STREET NORTH","ALABASTER","AL","35007","SHELBY","(205) 620-8100","PSI_14_POSTOP_DEHIS","A wound that splits open after surgery on the abdomen or pelvis","No Different Than the National Rate","419","1.09","0.11","2.08",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010016","SHELBY BAPTIST MEDICAL CENTER","1000 FIRST STREET NORTH","ALABASTER","AL","35007","SHELBY","(205) 620-8100","PSI_15_ACC_LAC","Accidental cuts and tears from medical treatment","No Different Than the National Rate","1392","0.91","0","2",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010016","SHELBY BAPTIST MEDICAL CENTER","1000 FIRST STREET NORTH","ALABASTER","AL","35007","SHELBY","(205) 620-8100","PSI_3_ULCER","Pressure sores","No Different Than the National Rate","3942","0.44","0","1.02",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010016","SHELBY BAPTIST MEDICAL CENTER","1000 FIRST STREET NORTH","ALABASTER","AL","35007","SHELBY","(205) 620-8100","PSI_4_SURG_COMP","Deaths among Patients with Serious Treatable Complications after Surgery","No Different Than the National Rate","63","129.04","84.69","173.39",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010016","SHELBY BAPTIST MEDICAL CENTER","1000 FIRST STREET NORTH","ALABASTER","AL","35007","SHELBY","(205) 620-8100","PSI_6_IAT_PTX","Collapsed lung due to medical treatment","No Different Than the National Rate","5207","0.25","0.05","0.46",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010016","SHELBY BAPTIST MEDICAL CENTER","1000 FIRST STREET NORTH","ALABASTER","AL","35007","SHELBY","(205) 620-8100","PSI_8_POST_HIP","Broken hip from a fall after surgery","No Different Than the National Rate","4690","0.12","0.03","0.21",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010016","SHELBY BAPTIST MEDICAL CENTER","1000 FIRST STREET NORTH","ALABASTER","AL","35007","SHELBY","(205) 620-8100","PSI_90_SAFETY","Serious complications","No Different Than the National Value","Not Available","1.05","0.76","1.33",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010016","SHELBY BAPTIST MEDICAL CENTER","1000 FIRST STREET NORTH","ALABASTER","AL","35007","SHELBY","(205) 620-8100","PSI_9_POST_HEM","Perioperative Hemorrhage or Hematoma Rate","No Different Than the National Rate","1523","2.29","1.03","3.56",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
